#CAEN board	CAEN Ch	layer	assembly	board channel	row	column modNr
0	56	0	010	1	1	0	0
0	57	0	010	2	1	1	0
0	58	0	010	3	1	2	0
0	59	0	010	4	1	3	0
0	60	0	010	5	0	3	0
0	61	0	010	6	0	2	0
0	62	0	010	7	0	1	0
0	63	0	010	8	0	0	0
0	48	1	011	1	1	0	0
0	49	1	011	2	1	1	0
0	50	1	011	3	1	2	0
0	51	1	011	4	1	3	0
0	52	1	011	5	0	3	0
0	53	1	011	6	0	2	0
0	54	1	011	7	0	1	0
0	55	1	011	8	0	0	0
0	40	2	012	1	1	0	0
0	41	2	012	2	1	1	0
0	42	2	012	3	1	2	0
0	43	2	012	4	1	3	0
0	44	2	012	5	0	3	0
0	45	2	012	6	0	2	0
0	46	2	012	7	0	1	0
0	47	2	012	8	0	0	0
0	32	3	013	1	1	0	0
0	33	3	013	2	1	1	0
0	34	3	013	3	1	2	0
0	35	3	013	4	1	3	0
0	36	3	013	5	0	3	0
0	37	3	013	6	0	2	0
0	38	3	013	7	0	1	0
0	39	3	013	8	0	0	0
0	24	4	018	1	1	0	0
0	25	4	018	2	1	1	0
0	26	4	018	3	1	2	0
0	27	4	018	4	1	3	0
0	28	4	018	5	0	3	0
0	29	4	018	6	0	2	0
0	30	4	018	7	0	1	0
0	31	4	018	8	0	0	0
0	16	5	015	1	1	0	0
0	17	5	015	2	1	1	0
0	18	5	015	3	1	2	0
0	19	5	015	4	1	3	0
0	20	5	015	5	0	3	0
0	21	5	015	6	0	2	0
0	22	5	015	7	0	1	0
0	23	5	015	8	0	0	0
0	8	6	016	1	1	0	0
0	9	6	016	2	1	1	0
0	10	6	016	3	1	2	0
0	11	6	016	4	1	3	0
0	12	6	016	5	0	3	0
0	13	6	016	6	0	2	0
0	14	6	016	7	0	1	0
0	15	6	016	8	0	0	0
0	0	7	007	1	1	0	0
0	1	7	007	2	1	1	0
0	2	7	007	3	1	2	0
0	3	7	007	4	1	3	0
0	4	7	007	5	0	3	0
0	5	7	007	6	0	2	0
0	6	7	007	7	0	1	0
0	7	7	007	8	0	0	0
